Refs,Value,MPN,Manufacturer,LCSC,DNP,LCSC part (what the code is),Note
R72,10k,RC0603FR-0710KL,Yageo,C25804,yes,UNI-ROYAL(Uniroyal Elec) 0603WAF1002T5E,DNP option link; equivalent (UNI-ROYAL(Uniroyal Elec) 0603WAF1002T5E)
"SW1,SW2,SW3,SW4,SW5,SW7,SW8,SW9,SW10,SW11",SW_Push,MJTP1117,APEM,C557598,,SHOU HAN TS365ZJ,equivalent (SHOU HAN TS365ZJ)
SW6,SW_Push,MJTP1243,APEM,,yes,,BOOT button; not needed (USB-Serial-JTAG). LCSC equivalents unverified: C382056 / C255782
"TP3,TP4,TP5",TestPoint,,,,yes,,optional 1-pin 2.54 mm header
"U1,U6,U7,U8,U9",TPD4E1U06DBVR,TPD4E1U06DBVR,Texas Instruments,C19829453,,TECH PUBLIC TPD4E1U06DBVR,clone (TECH PUBLIC)
U2,TPS2116DRL,TPS2116DRLR,Texas Instruments,C3235557,,Texas Instruments TPS2116DRLR,same part
U3,TLV75533PDBV,TLV75533PDBVR,Texas Instruments,C404027,,Texas Instruments TLV75533PDBVR,same part
U4,ESP32-S3-WROOM-1,ESP32-S3-WROOM-1-N16R8,Espressif Systems,C2913202,,Espressif Systems ESP32-S3-WROOM-1-N16R8,same part
U5,DW01A,DW01A,Fortune Semiconductor,C351410,,PUOLOP DW01A,clone (PUOLOP)
U10,TPS923610DRLR,TPS923610DRLR,Texas Instruments,C52919131,,Texas Instruments TPS923610DRLR,same part
U11,TP4056-42-ESOP8,TP4056-42-ESOP8,NanJing Top Power (TOPPOWER),C16581,,TOPPOWER(Nanjing Extension Microelectronics) TP4056-42-ESOP8,same part (original maker)
U12,74LVC1G04,"74LVC1G04GV,125",Nexperia,C53185133,,MDD(Microdiode Semiconductor) 74LVC1G04GV,clone (MDD)
U13,DS3231MZ,DS3231MZ+TRL,Analog Devices,C107410,,Analog Devices Inc./Maxim Integrated DS3231MZ+TRL,same part
U14,RV-8263-C7,RV-8263-C7-32.768KHZ-20PPM-TA-QA,Micro Crystal,C5137460,yes,Micro Crystal RV-8263-C7-32.768KHZ-20PPM-TA-QA,"same part; DNP alternative to U13 - fit ONE RTC or none (I2C 0x51 vs 0x68, no conflict). Custom symbol in KiCad/9.0/3rdparty/RV-8263-C7 (pin 3 = CLKOE, tied to GND). JLC stock thin (472 on 2026-09-21), Extended"
